,Business,Class,Code
2292,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2294,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2299,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2303,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2307,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2309,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2310,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2311,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2313,"Ensenyament de conducció de vehicles terrestres, a",0,6621WW66T
2346,"* De fruites, verdures, hortalisses i tubèrculs",99,NUG7K0TOR
2347,"* De fruites, verdures, hortalisses i tubèrculs",71,NUG7K0TOR
2348,"* De fruites, verdures, hortalisses i tubèrculs",100,NUG7K0TOR
2350,"* De fruites, verdures, hortalisses i tubèrculs",126,NUG7K0TOR
2352,"* De fruites, verdures, hortalisses i tubèrculs",0,NUG7K0TOR
2354,"* De fruites, verdures, hortalisses i tubèrculs",187,NUG7K0TOR
2355,"* De fruites, verdures, hortalisses i tubèrculs",98,NUG7K0TOR
2360,"* De fruites, verdures, hortalisses i tubèrculs",75,NUG7K0TOR
2365,"* De fruites, verdures, hortalisses i tubèrculs",182,NUG7K0TOR
2366,"* De fruites, verdures, hortalisses i tubèrculs",163,NUG7K0TOR
2369,"* De fruites, verdures, hortalisses i tubèrculs",115,NUG7K0TOR
2372,"* De fruites, verdures, hortalisses i tubèrculs",69,NUG7K0TOR
2374,"* De fruites, verdures, hortalisses i tubèrculs",70,NUG7K0TOR
2375,"* De fruites, verdures, hortalisses i tubèrculs",94,NUG7K0TOR
2376,"* De fruites, verdures, hortalisses i tubèrculs",74,NUG7K0TOR
2377,"* De fruites, verdures, hortalisses i tubèrculs",31,NUG7K0TOR
2378,"* De fruites, verdures, hortalisses i tubèrculs",80,NUG7K0TOR
2380,"* De fruites, verdures, hortalisses i tubèrculs",119,NUG7K0TOR
2381,"* De fruites, verdures, hortalisses i tubèrculs",102,NUG7K0TOR
2382,"* De fruites, verdures, hortalisses i tubèrculs",71,NUG7K0TOR
2383,"* De fruites, verdures, hortalisses i tubèrculs",64,NUG7K0TOR
2385,"* De fruites, verdures, hortalisses i tubèrculs",28,NUG7K0TOR
2387,"* De fruites, verdures, hortalisses i tubèrculs",80,NUG7K0TOR
2388,"* De fruites, verdures, hortalisses i tubèrculs",163,NUG7K0TOR
2389,"* De fruites, verdures, hortalisses i tubèrculs",80,NUG7K0TOR
2390,"* De fruites, verdures, hortalisses i tubèrculs",49,NUG7K0TOR
2391,"* De fruites, verdures, hortalisses i tubèrculs",85,NUG7K0TOR
2392,"* De fruites, verdures, hortalisses i tubèrculs",66,NUG7K0TOR
2393,"* De fruites, verdures, hortalisses i tubèrculs",61,NUG7K0TOR
2395,"* De fruites, verdures, hortalisses i tubèrculs",22,NUG7K0TOR
2396,"* De fruites, verdures, hortalisses i tubèrculs",56,NUG7K0TOR
2397,"* De fruites, verdures, hortalisses i tubèrculs",35,NUG7K0TOR
2398,"* De fruites, verdures, hortalisses i tubèrculs",92,NUG7K0TOR
2399,"* De fruites, verdures, hortalisses i tubèrculs",97,NUG7K0TOR
2400,"* De fruites, verdures, hortalisses i tubèrculs",48,NUG7K0TOR
2401,"* De fruites, verdures, hortalisses i tubèrculs",64,NUG7K0TOR
2402,"* De fruites, verdures, hortalisses i tubèrculs",48,NUG7K0TOR
2403,"* De fruites, verdures, hortalisses i tubèrculs",72,NUG7K0TOR
2404,"* De fruites, verdures, hortalisses i tubèrculs",68,NUG7K0TOR
2405,"* De fruites, verdures, hortalisses i tubèrculs",75,NUG7K0TOR
2406,"* De fruites, verdures, hortalisses i tubèrculs",106,NUG7K0TOR
2450,"Forja, estampat, embotició, trepatge, tall, etc.",1,RZ3EOJYIT
2452,"Forja, estampat, embotició, trepatge, tall, etc.",8,RZ3EOJYIT
2455,"Forja, estampat, embotició, trepatge, tall, etc.",1,RZ3EOJYIT
2457,"Forja, estampat, embotició, trepatge, tall, etc.",0,RZ3EOJYIT
2458,"Forja, estampat, embotició, trepatge, tall, etc.",0,RZ3EOJYIT
2461,"Forja, estampat, embotició, trepatge, tall, etc.",5,RZ3EOJYIT
2463,"Forja, estampat, embotició, trepatge, tall, etc.",9,RZ3EOJYIT
2464,"Forja, estampat, embotició, trepatge, tall, etc.",0,RZ3EOJYIT
2467,"Forja, estampat, embotició, trepatge, tall, etc.",17,RZ3EOJYIT
2468,"Forja, estampat, embotició, trepatge, tall, etc.",8,RZ3EOJYIT
2470,"Forja, estampat, embotició, trepatge, tall, etc.",13,RZ3EOJYIT
2472,"Forja, estampat, embotició, trepatge, tall, etc.",4,RZ3EOJYIT
2477,"Forja, estampat, embotició, trepatge, tall, etc.",6,RZ3EOJYIT
2478,"Forja, estampat, embotició, trepatge, tall, etc.",17,RZ3EOJYIT
2479,"Forja, estampat, embotició, trepatge, tall, etc.",10,RZ3EOJYIT
2511,"Consultoris mèdics, centres de socors, sanitaris",67,C06QK5D72
2512,"Consultoris mèdics, centres de socors, sanitaris",50,C06QK5D72
2513,"Consultoris mèdics, centres de socors, sanitaris",35,C06QK5D72
2515,"Consultoris mèdics, centres de socors, sanitaris",133,C06QK5D72
2516,"Consultoris mèdics, centres de socors, sanitaris",51,C06QK5D72
2517,"Consultoris mèdics, centres de socors, sanitaris",1,C06QK5D72
2520,"Consultoris mèdics, centres de socors, sanitaris",45,C06QK5D72
2521,"Consultoris mèdics, centres de socors, sanitaris",68,C06QK5D72
2522,"Consultoris mèdics, centres de socors, sanitaris",135,C06QK5D72
2524,"Consultoris mèdics, centres de socors, sanitaris",66,C06QK5D72
2525,"Consultoris mèdics, centres de socors, sanitaris",42,C06QK5D72
2527,"Consultoris mèdics, centres de socors, sanitaris",33,C06QK5D72
2528,"Consultoris mèdics, centres de socors, sanitaris",89,C06QK5D72
2531,"Consultoris mèdics, centres de socors, sanitaris",39,C06QK5D72
2532,"Consultoris mèdics, centres de socors, sanitaris",26,C06QK5D72
2533,"Consultoris mèdics, centres de socors, sanitaris",24,C06QK5D72
2534,"Consultoris mèdics, centres de socors, sanitaris",23,C06QK5D72
2535,"Consultoris mèdics, centres de socors, sanitaris",121,C06QK5D72
2537,"Consultoris mèdics, centres de socors, sanitaris",42,C06QK5D72
2541,"Consultoris mèdics, centres de socors, sanitaris",54,C06QK5D72
2542,"Consultoris mèdics, centres de socors, sanitaris",34,C06QK5D72
2543,"Consultoris mèdics, centres de socors, sanitaris",252,C06QK5D72
2545,"Consultoris mèdics, centres de socors, sanitaris",55,C06QK5D72
2546,"Consultoris mèdics, centres de socors, sanitaris",91,C06QK5D72
2547,"Consultoris mèdics, centres de socors, sanitaris",72,C06QK5D72
2548,"Consultoris mèdics, centres de socors, sanitaris",343,C06QK5D72
2549,"Consultoris mèdics, centres de socors, sanitaris",29,C06QK5D72
2550,"Consultoris mèdics, centres de socors, sanitaris",65,C06QK5D72
2551,"Consultoris mèdics, centres de socors, sanitaris",54,C06QK5D72
2552,"Consultoris mèdics, centres de socors, sanitaris",31,C06QK5D72
2553,"Consultoris mèdics, centres de socors, sanitaris",58,C06QK5D72
2554,"Consultoris mèdics, centres de socors, sanitaris",52,C06QK5D72
2556,"Consultoris mèdics, centres de socors, sanitaris",54,C06QK5D72
2557,"Consultoris mèdics, centres de socors, sanitaris",54,C06QK5D72
2558,"Consultoris mèdics, centres de socors, sanitaris",42,C06QK5D72
2559,"Consultoris mèdics, centres de socors, sanitaris",228,C06QK5D72
2560,"Consultoris mèdics, centres de socors, sanitaris",157,C06QK5D72
2561,"Consultoris mèdics, centres de socors, sanitaris",50,C06QK5D72
2566,"Consultoris mèdics, centres de socors, sanitaris",101,C06QK5D72
2568,"Consultoris mèdics, centres de socors, sanitaris",42,C06QK5D72
2569,"Consultoris mèdics, centres de socors, sanitaris",48,C06QK5D72
2570,"Consultoris mèdics, centres de socors, sanitaris",119,C06QK5D72
2572,"Consultoris mèdics, centres de socors, sanitaris",105,C06QK5D72
2638,"* aparells i instruments mèdics, ortopèdics, or",30,0G3TKENSE
2639,"* aparells i instruments mèdics, ortopèdics, or",32,0G3TKENSE
2640,"* aparells i instruments mèdics, ortopèdics, or",34,0G3TKENSE
2641,"* aparells i instruments mèdics, ortopèdics, or",25,0G3TKENSE
2642,"* aparells i instruments mèdics, ortopèdics, or",50,0G3TKENSE
2643,"* aparells i instruments mèdics, ortopèdics, or",16,0G3TKENSE
2644,"* aparells i instruments mèdics, ortopèdics, or",34,0G3TKENSE
2645,"* aparells i instruments mèdics, ortopèdics, or",33,0G3TKENSE
2646,"* aparells i instruments mèdics, ortopèdics, or",32,0G3TKENSE
2647,"* aparells i instruments mèdics, ortopèdics, or",28,0G3TKENSE
2648,"* aparells i instruments mèdics, ortopèdics, or",30,0G3TKENSE
2649,"* aparells i instruments mèdics, ortopèdics, or",32,0G3TKENSE
2650,"* aparells i instruments mèdics, ortopèdics, or",31,0G3TKENSE
2651,"* aparells i instruments mèdics, ortopèdics, or",27,0G3TKENSE
2652,"* aparells i instruments mèdics, ortopèdics, or",30,0G3TKENSE
2653,"* aparells i instruments mèdics, ortopèdics, or",40,0G3TKENSE
2654,"* aparells i instruments mèdics, ortopèdics, or",50,0G3TKENSE
2655,"* aparells i instruments mèdics, ortopèdics, or",22,0G3TKENSE
2656,"* aparells i instruments mèdics, ortopèdics, or",32,0G3TKENSE
2657,"* aparells i instruments mèdics, ortopèdics, or",30,0G3TKENSE
2658,"* aparells i instruments mèdics, ortopèdics, or",26,0G3TKENSE
2659,"* aparells i instruments mèdics, ortopèdics, or",32,0G3TKENSE
2660,"* aparells i instruments mèdics, ortopèdics, or",26,0G3TKENSE
2661,"* aparells i instruments mèdics, ortopèdics, or",20,0G3TKENSE
2662,"* aparells i instruments mèdics, ortopèdics, or",25,0G3TKENSE
2663,"* aparells i instruments mèdics, ortopèdics, or",29,0G3TKENSE
2664,"* aparells i instruments mèdics, ortopèdics, or",21,0G3TKENSE
2665,"* aparells i instruments mèdics, ortopèdics, or",31,0G3TKENSE
2666,"* aparells i instruments mèdics, ortopèdics, or",32,0G3TKENSE
2667,"* aparells i instruments mèdics, ortopèdics, or",35,0G3TKENSE
2699,"* llavors, adobs, flors, plantes i petits anima",5,IN58W8TGX
2701,"* llavors, adobs, flors, plantes i petits anima",0,IN58W8TGX
2702,"* llavors, adobs, flors, plantes i petits anima",0,IN58W8TGX
2704,"* llavors, adobs, flors, plantes i petits anima",0,IN58W8TGX
2708,"* llavors, adobs, flors, plantes i petits anima",8,IN58W8TGX
2709,"* llavors, adobs, flors, plantes i petits anima",8,IN58W8TGX
2710,"* llavors, adobs, flors, plantes i petits anima",1,IN58W8TGX
2711,"* llavors, adobs, flors, plantes i petits anima",9,IN58W8TGX
2714,"* llavors, adobs, flors, plantes i petits anima",0,IN58W8TGX
2715,"* llavors, adobs, flors, plantes i petits anima",10,IN58W8TGX
2718,"* llavors, adobs, flors, plantes i petits anima",0,IN58W8TGX
2719,"* llavors, adobs, flors, plantes i petits anima",8,IN58W8TGX
2720,"* llavors, adobs, flors, plantes i petits anima",8,IN58W8TGX
2722,"* llavors, adobs, flors, plantes i petits anima",5,IN58W8TGX
2725,"* llavors, adobs, flors, plantes i petits anima",0,IN58W8TGX
2726,"* llavors, adobs, flors, plantes i petits anima",10,IN58W8TGX
2727,"* llavors, adobs, flors, plantes i petits anima",1,IN58W8TGX
2728,"* llavors, adobs, flors, plantes i petits anima",9,IN58W8TGX
2729,"* llavors, adobs, flors, plantes i petits anima",22,IN58W8TGX
2778,"Consultoris mèdics, centres de socors, sanitaris",5,I37X9203J
2783,"Consultoris mèdics, centres de socors, sanitaris",6,I37X9203J
2784,"Consultoris mèdics, centres de socors, sanitaris",13,I37X9203J
2785,"Consultoris mèdics, centres de socors, sanitaris",5,I37X9203J
2786,"Consultoris mèdics, centres de socors, sanitaris",10,I37X9203J
2787,"Consultoris mèdics, centres de socors, sanitaris",3,I37X9203J
2788,"Consultoris mèdics, centres de socors, sanitaris",7,I37X9203J
2790,"Consultoris mèdics, centres de socors, sanitaris",11,I37X9203J
2791,"Consultoris mèdics, centres de socors, sanitaris",14,I37X9203J
2793,"Consultoris mèdics, centres de socors, sanitaris",7,I37X9203J
2794,"Consultoris mèdics, centres de socors, sanitaris",6,I37X9203J
2795,"Consultoris mèdics, centres de socors, sanitaris",13,I37X9203J
2796,"Consultoris mèdics, centres de socors, sanitaris",11,I37X9203J
2798,"Consultoris mèdics, centres de socors, sanitaris",8,I37X9203J
2799,"Consultoris mèdics, centres de socors, sanitaris",9,I37X9203J
2800,"Consultoris mèdics, centres de socors, sanitaris",9,I37X9203J
2805,"Consultoris mèdics, centres de socors, sanitaris",13,I37X9203J
2835,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",1,XW7YVM7KL
2836,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",0,XW7YVM7KL
2837,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",4,XW7YVM7KL
2838,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2839,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",11,XW7YVM7KL
2840,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",4,XW7YVM7KL
2841,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",1,XW7YVM7KL
2842,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2843,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",0,XW7YVM7KL
2844,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2845,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",0,XW7YVM7KL
2846,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",0,XW7YVM7KL
2847,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2848,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",1,XW7YVM7KL
2849,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",0,XW7YVM7KL
2850,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",1,XW7YVM7KL
2851,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",3,XW7YVM7KL
2852,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",4,XW7YVM7KL
2853,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2854,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2855,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2856,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",1,XW7YVM7KL
2857,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2858,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",5,XW7YVM7KL
2859,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",1,XW7YVM7KL
2860,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",2,XW7YVM7KL
2861,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",3,XW7YVM7KL
2862,"PARTITS POLITICS, ASSOCIACIONS, ONG, ETC...",0,XW7YVM7KL
2914,"Serveis en cafès i bars, amb i sense menjar",0,PGTRN3W7G
2915,"Serveis en cafès i bars, amb i sense menjar",2,PGTRN3W7G
2916,"Serveis en cafès i bars, amb i sense menjar",1,PGTRN3W7G
2917,"Serveis en cafès i bars, amb i sense menjar",9,PGTRN3W7G
2918,"Serveis en cafès i bars, amb i sense menjar",9,PGTRN3W7G
2919,"Serveis en cafès i bars, amb i sense menjar",9,PGTRN3W7G
2920,"Serveis en cafès i bars, amb i sense menjar",2,PGTRN3W7G
2921,"Serveis en cafès i bars, amb i sense menjar",9,PGTRN3W7G
2922,"Serveis en cafès i bars, amb i sense menjar",8,PGTRN3W7G
2923,"Serveis en cafès i bars, amb i sense menjar",7,PGTRN3W7G
2924,"Serveis en cafès i bars, amb i sense menjar",9,PGTRN3W7G
2925,"Serveis en cafès i bars, amb i sense menjar",11,PGTRN3W7G
2926,"Serveis en cafès i bars, amb i sense menjar",10,PGTRN3W7G
2927,"Serveis en cafès i bars, amb i sense menjar",5,PGTRN3W7G
2928,"Serveis en cafès i bars, amb i sense menjar",10,PGTRN3W7G
3115,"Ensenyament de conducció de vehicles terrestres, a",5,TPYEBVHYB
3116,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3117,"Ensenyament de conducció de vehicles terrestres, a",5,TPYEBVHYB
3118,"Ensenyament de conducció de vehicles terrestres, a",6,TPYEBVHYB
3119,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3120,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3121,"Ensenyament de conducció de vehicles terrestres, a",3,TPYEBVHYB
3122,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3123,"Ensenyament de conducció de vehicles terrestres, a",1,TPYEBVHYB
3124,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3125,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3126,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3127,"Ensenyament de conducció de vehicles terrestres, a",8,TPYEBVHYB
3128,"Ensenyament de conducció de vehicles terrestres, a",3,TPYEBVHYB
3129,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3130,"Ensenyament de conducció de vehicles terrestres, a",1,TPYEBVHYB
3131,"Ensenyament de conducció de vehicles terrestres, a",1,TPYEBVHYB
3132,"Ensenyament de conducció de vehicles terrestres, a",5,TPYEBVHYB
3133,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3134,"Ensenyament de conducció de vehicles terrestres, a",5,TPYEBVHYB
3135,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3136,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3137,"Ensenyament de conducció de vehicles terrestres, a",7,TPYEBVHYB
3138,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3139,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3140,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3141,"Ensenyament de conducció de vehicles terrestres, a",3,TPYEBVHYB
3142,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3143,"Ensenyament de conducció de vehicles terrestres, a",0,TPYEBVHYB
3144,"Ensenyament de conducció de vehicles terrestres, a",4,TPYEBVHYB
3145,"Ensenyament de conducció de vehicles terrestres, a",2,TPYEBVHYB
3442,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3443,"* Instal·lacions elèctriques en general, etc.",2,QEPLZ73HG
3444,"* Instal·lacions elèctriques en general, etc.",0,QEPLZ73HG
3445,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3446,"* Instal·lacions elèctriques en general, etc.",0,QEPLZ73HG
3447,"* Instal·lacions elèctriques en general, etc.",0,QEPLZ73HG
3448,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3449,"* Instal·lacions elèctriques en general, etc.",2,QEPLZ73HG
3450,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3451,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3452,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3453,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3454,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3455,"* Instal·lacions elèctriques en general, etc.",0,QEPLZ73HG
3456,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3457,"* Instal·lacions elèctriques en general, etc.",0,QEPLZ73HG
3458,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3459,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3460,"* Instal·lacions elèctriques en general, etc.",2,QEPLZ73HG
3461,"* Instal·lacions elèctriques en general, etc.",1,QEPLZ73HG
3500,"* Instal·lacions elèctriques en general, etc.",40,IYEOB8JK5
3501,"* Instal·lacions elèctriques en general, etc.",40,IYEOB8JK5
3502,"* Instal·lacions elèctriques en general, etc.",76,IYEOB8JK5
3503,"* Instal·lacions elèctriques en general, etc.",25,IYEOB8JK5
3505,"* Instal·lacions elèctriques en general, etc.",32,IYEOB8JK5
3506,"* Instal·lacions elèctriques en general, etc.",38,IYEOB8JK5
3509,"* Instal·lacions elèctriques en general, etc.",35,IYEOB8JK5
3510,"* Instal·lacions elèctriques en general, etc.",48,IYEOB8JK5
3512,"* Instal·lacions elèctriques en general, etc.",31,IYEOB8JK5
3516,"* Instal·lacions elèctriques en general, etc.",58,IYEOB8JK5
3517,"* Instal·lacions elèctriques en general, etc.",44,IYEOB8JK5
3518,"* Instal·lacions elèctriques en general, etc.",32,IYEOB8JK5
3519,"* Instal·lacions elèctriques en general, etc.",22,IYEOB8JK5
3523,"* Instal·lacions elèctriques en general, etc.",31,IYEOB8JK5
